Date,Description,Amount,Transaction Type,Category,Account Name,date
04-19-2023,Restaurant,15.22,debit,Entertainment,Credit Card,2023-04-19
04-20-2023,Credit Transaction,11.71,credit,Cashback Rewards,Savings,2023-04-20
04-21-2023,Credit Transaction,59.21,credit,Dividends,Savings,2023-04-21
04-21-2023,Mall,85.42,debit,Bills,Credit Card,2023-04-21
04-21-2023,Uber,15.67,debit,Entertainment,Credit Card,2023-04-21
04-21-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-04-21
04-21-2023,Credit Transaction,5.15,credit,Cashback Rewards,Savings,2023-04-21
04-23-2023,Amazon,15.9,debit,Entertainment,Credit Card,2023-04-23
04-24-2023,Uber,15.78,debit,Entertainment,Credit Card,2023-04-24
04-24-2023,Restaurant,1094.03,debit,Mortgage & Rent,Credit Card,2023-04-24
04-25-2023,Netflix,90.37,debit,Restaurants,Credit Card,2023-04-25
04-25-2023,Uber,18.33,debit,Travel,Credit Card,2023-04-25
04-25-2023,Netflix,12.32,debit,Travel,Credit Card,2023-04-25
04-25-2023,Netflix,14.98,debit,Entertainment,Credit Card,2023-04-25
04-26-2023,Uber,1100.25,debit,Mortgage & Rent,Credit Card,2023-04-26
04-26-2023,Restaurant,4.16,debit,Travel,Credit Card,2023-04-26
04-26-2023,Mall,1103.81,debit,Mortgage & Rent,Credit Card,2023-04-26
04-27-2023,Restaurant,85.25,debit,Shopping,Credit Card,2023-04-27
04-28-2023,Uber,79.8,debit,Restaurants,Credit Card,2023-04-28
04-28-2023,Amazon,15.43,debit,Entertainment,Credit Card,2023-04-28
04-28-2023,Uber,9.38,debit,Travel,Credit Card,2023-04-28
04-28-2023,Credit Transaction,22.32,credit,Dividends,Savings,2023-04-28
05-01-2023,Amazon,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-01
05-01-2023,Amazon,11.79,debit,Entertainment,Credit Card,2023-05-01
05-01-2023,Rent,1109.0,debit,Mortgage & Rent,Checking,2023-05-01
05-01-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-05-01
05-01-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-05-01
05-02-2023,Mall,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-02
05-02-2023,Amazon,17.48,debit,Entertainment,Credit Card,2023-05-02
05-02-2023,Credit Transaction,44.25,credit,Dividends,Savings,2023-05-02
05-02-2023,Amazon,57.29,debit,Bills,Credit Card,2023-05-02
05-03-2023,Credit Transaction,11.87,credit,Cashback Rewards,Savings,2023-05-03
05-03-2023,Uber,78.66,debit,Bills,Credit Card,2023-05-03
05-03-2023,Netflix,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-03
05-04-2023,Mall,102.0,debit,Shopping,Credit Card,2023-05-04
05-04-2023,Uber,1.59,debit,Travel,Credit Card,2023-05-04
05-04-2023,Mall,10.42,debit,Travel,Credit Card,2023-05-04
05-05-2023,Netflix,64.33,debit,Bills,Credit Card,2023-05-05
05-05-2023,Amazon,95.99,debit,Shopping,Credit Card,2023-05-05
05-05-2023,Netflix,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-05
05-06-2023,Amazon,69.97,debit,Shopping,Credit Card,2023-05-06
05-06-2023,Restaurant,7.36,debit,Entertainment,Credit Card,2023-05-06
05-06-2023,Amazon,93.24,debit,Bills,Credit Card,2023-05-06
05-06-2023,Netflix,14.02,debit,Travel,Credit Card,2023-05-06
05-07-2023,Netflix,78.82,debit,Shopping,Credit Card,2023-05-07
05-07-2023,Netflix,14.74,debit,Entertainment,Credit Card,2023-05-07
05-07-2023,Restaurant,80.75,debit,Shopping,Credit Card,2023-05-07
05-07-2023,Restaurant,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-07
05-07-2023,Uber,103.51,debit,Shopping,Credit Card,2023-05-07
05-07-2023,Restaurant,5.68,debit,Entertainment,Credit Card,2023-05-07
05-07-2023,Uber,3.04,debit,Travel,Credit Card,2023-05-07
05-08-2023,Credit Transaction,8.19,credit,Cashback Rewards,Savings,2023-05-08
05-08-2023,Uber,89.29,debit,Restaurants,Credit Card,2023-05-08
05-08-2023,Restaurant,14.12,debit,Travel,Credit Card,2023-05-08
05-08-2023,Mall,99.68,debit,Bills,Credit Card,2023-05-08
05-09-2023,Netflix,77.65,debit,Shopping,Credit Card,2023-05-09
05-09-2023,Credit Transaction,56.01,credit,Dividends,Savings,2023-05-09
05-10-2023,Amazon,84.29,debit,Shopping,Credit Card,2023-05-10
05-10-2023,Uber,76.41,debit,Shopping,Credit Card,2023-05-10
05-10-2023,Restaurant,41.68,debit,Restaurants,Credit Card,2023-05-10
05-10-2023,Credit Transaction,20.62,credit,Dividends,Savings,2023-05-10
05-10-2023,Uber,12.02,debit,Entertainment,Credit Card,2023-05-10
05-10-2023,Netflix,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-10
05-10-2023,Netflix,12.82,debit,Entertainment,Credit Card,2023-05-10
05-11-2023,Mall,55.99,debit,Bills,Credit Card,2023-05-11
05-11-2023,Amazon,89.59,debit,Bills,Credit Card,2023-05-11
05-11-2023,Amazon,66.05,debit,Shopping,Credit Card,2023-05-11
05-12-2023,Uber,56.51,debit,Restaurants,Credit Card,2023-05-12
05-12-2023,Restaurant,83.42,debit,Restaurants,Credit Card,2023-05-12
05-12-2023,Credit Transaction,7.2,credit,Cashback Rewards,Savings,2023-05-12
05-13-2023,Credit Transaction,46.42,credit,Dividends,Savings,2023-05-13
05-13-2023,Restaurant,15.1,debit,Entertainment,Credit Card,2023-05-13
05-13-2023,Monthly direct deposit - Salary,4500.0,credit,Salary,Savings,2023-05-13
05-13-2023,Netflix,9.34,debit,Travel,Credit Card,2023-05-13
05-13-2023,Netflix,62.11,debit,Restaurants,Credit Card,2023-05-13
05-14-2023,Netflix,13.86,debit,Restaurants,Credit Card,2023-05-14
05-14-2023,Mall,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-14
05-14-2023,Uber,82.82,debit,Shopping,Credit Card,2023-05-14
05-15-2023,Uber,98.28,debit,Restaurants,Credit Card,2023-05-15
05-15-2023,Credit Transaction,8.48,credit,Cashback Rewards,Savings,2023-05-15
05-15-2023,Uber,65.39,debit,Restaurants,Credit Card,2023-05-15
05-15-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-05-15
05-15-2023,Netflix,95.78,debit,Bills,Credit Card,2023-05-15
05-16-2023,Restaurant,84.36,debit,Shopping,Credit Card,2023-05-16
05-16-2023,Credit Transaction,59.02,credit,Dividends,Savings,2023-05-16
05-16-2023,Mall,99.93,debit,Bills,Credit Card,2023-05-16
05-17-2023,Mall,15.86,debit,Travel,Credit Card,2023-05-17
05-17-2023,Mall,6.1,debit,Entertainment,Credit Card,2023-05-17
05-18-2023,Amazon,16.71,debit,Entertainment,Credit Card,2023-05-18
05-18-2023,Restaurant,28.16,debit,Restaurants,Credit Card,2023-05-18
05-18-2023,Netflix,60.38,debit,Bills,Credit Card,2023-05-18
05-18-2023,Restaurant,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-18
05-18-2023,Uber,6.72,debit,Travel,Credit Card,2023-05-18
05-18-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-05-18
05-19-2023,Uber,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-19
05-20-2023,Mall,67.2,debit,Bills,Credit Card,2023-05-20
05-20-2023,Amazon,8.16,debit,Travel,Credit Card,2023-05-20
05-20-2023,Amazon,75.18,debit,Shopping,Credit Card,2023-05-20
05-21-2023,Netflix,12.92,debit,Travel,Credit Card,2023-05-21
05-21-2023,Credit Transaction,31.12,credit,Dividends,Savings,2023-05-21
05-21-2023,Credit Transaction,14.08,credit,Cashback Rewards,Savings,2023-05-21
05-21-2023,Uber,14.05,debit,Travel,Credit Card,2023-05-21
05-21-2023,Amazon,71.43,debit,Bills,Credit Card,2023-05-21
05-22-2023,Uber,17.95,debit,Travel,Credit Card,2023-05-22
05-22-2023,Netflix,18.45,debit,Travel,Credit Card,2023-05-22
05-22-2023,Amazon,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-22
05-23-2023,Netflix,94.09,debit,Shopping,Credit Card,2023-05-23
05-23-2023,Uber,11.72,debit,Entertainment,Credit Card,2023-05-23
05-23-2023,Netflix,107.86,debit,Restaurants,Credit Card,2023-05-23
05-24-2023,Restaurant,62.81,debit,Restaurants,Credit Card,2023-05-24
05-24-2023,Restaurant,9.73,debit,Travel,Credit Card,2023-05-24
05-24-2023,Netflix,61.35,debit,Bills,Credit Card,2023-05-24
05-24-2023,Mall,14.98,debit,Travel,Credit Card,2023-05-24
05-25-2023,Credit Transaction,9.06,credit,Cashback Rewards,Savings,2023-05-25
05-25-2023,Amazon,39.33,debit,Restaurants,Credit Card,2023-05-25
05-25-2023,Uber,15.0,debit,Travel,Credit Card,2023-05-25
05-26-2023,Uber,18.81,debit,Travel,Credit Card,2023-05-26
05-26-2023,Netflix,3.89,debit,Travel,Credit Card,2023-05-26
05-26-2023,Uber,15.5,debit,Travel,Credit Card,2023-05-26
05-26-2023,Restaurant,1109.0,debit,Mortgage & Rent,Credit Card,2023-05-26
05-27-2023,Restaurant,54.63,debit,Bills,Credit Card,2023-05-27
05-27-2023,Credit Transaction,14.65,credit,Cashback Rewards,Savings,2023-05-27
05-27-2023,Uber,9.96,debit,Travel,Credit Card,2023-05-27
05-27-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-05-27
05-27-2023,Uber,101.5,debit,Bills,Credit Card,2023-05-27
05-28-2023,Amazon,87.65,debit,Shopping,Credit Card,2023-05-28
06-01-2023,Amazon,18.0,debit,Travel,Credit Card,2023-06-01
06-01-2023,Mall,1108.19,debit,Mortgage & Rent,Credit Card,2023-06-01
06-01-2023,Rent,1108.78,debit,Mortgage & Rent,Checking,2023-06-01
06-01-2023,Credit Transaction,10.44,credit,Cashback Rewards,Savings,2023-06-01
06-02-2023,Amazon,1107.97,debit,Mortgage & Rent,Credit Card,2023-06-02
06-02-2023,Mall,61.51,debit,Restaurants,Credit Card,2023-06-02
06-03-2023,Mall,8.65,debit,Entertainment,Credit Card,2023-06-03
06-03-2023,Restaurant,63.43,debit,Bills,Credit Card,2023-06-03
06-03-2023,Mall,1107.93,debit,Mortgage & Rent,Credit Card,2023-06-03
06-03-2023,Mall,57.39,debit,Shopping,Credit Card,2023-06-03
06-03-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-06-03
06-03-2023,Netflix,8.27,debit,Entertainment,Credit Card,2023-06-03
06-03-2023,Mall,18.0,debit,Travel,Credit Card,2023-06-03
06-04-2023,Netflix,116.81,debit,Restaurants,Credit Card,2023-06-04
06-04-2023,Restaurant,1108.22,debit,Mortgage & Rent,Credit Card,2023-06-04
06-05-2023,Netflix,92.84,debit,Restaurants,Credit Card,2023-06-05
06-05-2023,Restaurant,18.0,debit,Travel,Credit Card,2023-06-05
06-05-2023,Credit Transaction,50.68,credit,Dividends,Savings,2023-06-05
06-06-2023,Restaurant,1107.66,debit,Mortgage & Rent,Credit Card,2023-06-06
06-06-2023,Mall,18.0,debit,Travel,Credit Card,2023-06-06
06-06-2023,Netflix,50.82,debit,Bills,Credit Card,2023-06-06
06-06-2023,Amazon,10.25,debit,Entertainment,Credit Card,2023-06-06
06-06-2023,Mall,48.38,debit,Restaurants,Credit Card,2023-06-06
06-06-2023,Credit Transaction,26.02,credit,Dividends,Savings,2023-06-06
06-06-2023,Netflix,85.15,debit,Restaurants,Credit Card,2023-06-06
06-06-2023,Uber,10.43,debit,Entertainment,Credit Card,2023-06-06
06-06-2023,Amazon,78.8,debit,Shopping,Credit Card,2023-06-06
06-07-2023,Netflix,9.02,debit,Entertainment,Credit Card,2023-06-07
06-07-2023,Amazon,18.0,debit,Travel,Credit Card,2023-06-07
06-07-2023,Restaurant,18.0,debit,Travel,Credit Card,2023-06-07
06-07-2023,Mall,63.18,debit,Restaurants,Credit Card,2023-06-07
06-07-2023,Restaurant,116.66,debit,Restaurants,Credit Card,2023-06-07
06-07-2023,Mall,90.97,debit,Shopping,Credit Card,2023-06-07
06-08-2023,Restaurant,69.25,debit,Restaurants,Credit Card,2023-06-08
06-08-2023,Netflix,52.8,debit,Restaurants,Credit Card,2023-06-08
06-08-2023,Uber,18.0,debit,Travel,Credit Card,2023-06-08
06-09-2023,Mall,1107.04,debit,Mortgage & Rent,Credit Card,2023-06-09
06-09-2023,Credit Transaction,8.25,credit,Cashback Rewards,Savings,2023-06-09
06-09-2023,Restaurant,55.65,debit,Shopping,Credit Card,2023-06-09
06-09-2023,Restaurant,32.66,debit,Restaurants,Credit Card,2023-06-09
06-09-2023,Netflix,1107.89,debit,Mortgage & Rent,Credit Card,2023-06-09
06-10-2023,Netflix,18.0,debit,Travel,Credit Card,2023-06-10
06-10-2023,Netflix,18.0,debit,Travel,Credit Card,2023-06-10
06-10-2023,Mall,109.59,debit,Restaurants,Credit Card,2023-06-10
06-11-2023,Netflix,62.15,debit,Bills,Credit Card,2023-06-11
06-11-2023,Restaurant,8.81,debit,Entertainment,Credit Card,2023-06-11
06-11-2023,Credit Transaction,14.3,credit,Cashback Rewards,Savings,2023-06-11
06-12-2023,Restaurant,18.0,debit,Travel,Credit Card,2023-06-12
06-13-2023,Credit Transaction,9.88,credit,Cashback Rewards,Savings,2023-06-13
06-13-2023,Credit Transaction,39.35,credit,Dividends,Savings,2023-06-13
06-13-2023,Mall,18.0,debit,Travel,Credit Card,2023-06-13
06-13-2023,Monthly direct deposit - Salary,4500.0,credit,Salary,Savings,2023-06-13
06-14-2023,Mall,90.08,debit,Shopping,Credit Card,2023-06-14
06-14-2023,Restaurant,70.31,debit,Restaurants,Credit Card,2023-06-14
06-14-2023,Amazon,9.95,debit,Entertainment,Credit Card,2023-06-14
06-14-2023,Credit Transaction,23.75,credit,Dividends,Savings,2023-06-14
06-15-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-06-15
06-15-2023,Uber,78.27,debit,Restaurants,Credit Card,2023-06-15
06-15-2023,Uber,10.84,debit,Entertainment,Credit Card,2023-06-15
06-16-2023,Credit Transaction,7.65,credit,Cashback Rewards,Savings,2023-06-16
06-16-2023,Netflix,65.96,debit,Shopping,Credit Card,2023-06-16
06-16-2023,Mall,18.0,debit,Travel,Credit Card,2023-06-16
06-17-2023,Restaurant,18.0,debit,Travel,Credit Card,2023-06-17
06-17-2023,Amazon,10.06,debit,Entertainment,Credit Card,2023-06-17
06-18-2023,Mall,84.07,debit,Restaurants,Credit Card,2023-06-18
06-18-2023,Credit Transaction,4.76,credit,Cashback Rewards,Savings,2023-06-18
06-18-2023,Netflix,81.21,debit,Bills,Credit Card,2023-06-18
06-18-2023,Restaurant,8.98,debit,Entertainment,Credit Card,2023-06-18
06-18-2023,Netflix,57.95,debit,Bills,Credit Card,2023-06-18
06-18-2023,Uber,1107.51,debit,Mortgage & Rent,Credit Card,2023-06-18
06-18-2023,Uber,43.06,debit,Restaurants,Credit Card,2023-06-18
06-18-2023,Netflix,95.97,debit,Shopping,Credit Card,2023-06-18
06-19-2023,Credit Transaction,47.89,credit,Dividends,Savings,2023-06-19
06-19-2023,Netflix,75.05,debit,Shopping,Credit Card,2023-06-19
06-19-2023,Amazon,52.7,debit,Restaurants,Credit Card,2023-06-19
06-20-2023,Uber,61.28,debit,Bills,Credit Card,2023-06-20
06-20-2023,Netflix,50.08,debit,Shopping,Credit Card,2023-06-20
06-20-2023,Restaurant,1108.77,debit,Mortgage & Rent,Credit Card,2023-06-20
06-21-2023,Restaurant,10.55,debit,Entertainment,Credit Card,2023-06-21
06-21-2023,Restaurant,1108.5,debit,Mortgage & Rent,Credit Card,2023-06-21
06-21-2023,Amazon,1107.51,debit,Mortgage & Rent,Credit Card,2023-06-21
06-21-2023,Restaurant,8.82,debit,Entertainment,Credit Card,2023-06-21
06-21-2023,Restaurant,18.0,debit,Travel,Credit Card,2023-06-21
06-21-2023,Mall,18.0,debit,Travel,Credit Card,2023-06-21
06-21-2023,Credit Transaction,45.68,credit,Dividends,Savings,2023-06-21
06-21-2023,Credit Transaction,3.94,credit,Cashback Rewards,Savings,2023-06-21
06-22-2023,Credit Transaction,4.96,credit,Cashback Rewards,Savings,2023-06-22
06-22-2023,Mall,13.54,debit,Restaurants,Credit Card,2023-06-22
06-22-2023,Amazon,10.08,debit,Entertainment,Credit Card,2023-06-22
06-22-2023,Netflix,1108.24,debit,Mortgage & Rent,Credit Card,2023-06-22
06-23-2023,Amazon,84.62,debit,Bills,Credit Card,2023-06-23
06-23-2023,Uber,45.42,debit,Restaurants,Credit Card,2023-06-23
06-23-2023,Amazon,96.52,debit,Shopping,Credit Card,2023-06-23
06-23-2023,Credit Transaction,51.71,credit,Dividends,Savings,2023-06-23
06-24-2023,Restaurant,8.74,debit,Entertainment,Credit Card,2023-06-24
06-25-2023,Netflix,18.0,debit,Travel,Credit Card,2023-06-25
06-25-2023,Restaurant,68.72,debit,Restaurants,Credit Card,2023-06-25
06-25-2023,Restaurant,77.58,debit,Bills,Credit Card,2023-06-25
06-26-2023,Netflix,68.4,debit,Shopping,Credit Card,2023-06-26
06-26-2023,Netflix,79.83,debit,Bills,Credit Card,2023-06-26
06-26-2023,Credit Transaction,22.45,credit,Dividends,Savings,2023-06-26
06-26-2023,Uber,18.0,debit,Travel,Credit Card,2023-06-26
06-26-2023,Amazon,18.0,debit,Travel,Credit Card,2023-06-26
06-26-2023,Mall,11.0,debit,Entertainment,Credit Card,2023-06-26
06-26-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-06-26
06-26-2023,Restaurant,98.41,debit,Shopping,Credit Card,2023-06-26
06-27-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-06-27
06-27-2023,Restaurant,54.32,debit,Shopping,Credit Card,2023-06-27
06-27-2023,Netflix,67.31,debit,Restaurants,Credit Card,2023-06-27
06-28-2023,Netflix,1108.62,debit,Mortgage & Rent,Credit Card,2023-06-28
06-28-2023,Credit Transaction,4.5,credit,Cashback Rewards,Savings,2023-06-28
06-28-2023,Uber,57.72,debit,Restaurants,Credit Card,2023-06-28
06-28-2023,Restaurant,8.4,debit,Entertainment,Credit Card,2023-06-28
06-28-2023,Netflix,8.19,debit,Entertainment,Credit Card,2023-06-28
06-28-2023,Restaurant,90.41,debit,Shopping,Credit Card,2023-06-28
06-28-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-06-28
07-01-2023,Netflix,17.09,debit,Entertainment,Credit Card,2023-07-01
07-01-2023,Amazon,38.28,debit,Restaurants,Credit Card,2023-07-01
07-01-2023,Restaurant,47.51,debit,Bills,Credit Card,2023-07-01
07-01-2023,Rent,1107.0,debit,Mortgage & Rent,Checking,2023-07-01
07-02-2023,Restaurant,9.56,debit,Travel,Credit Card,2023-07-02
07-02-2023,Credit Transaction,12.84,credit,Cashback Rewards,Savings,2023-07-02
07-02-2023,Restaurant,17.25,debit,Travel,Credit Card,2023-07-02
07-02-2023,Restaurant,1107.0,debit,Mortgage & Rent,Credit Card,2023-07-02
07-02-2023,Mall,104.15,debit,Restaurants,Credit Card,2023-07-02
07-02-2023,Credit Transaction,33.62,credit,Dividends,Savings,2023-07-02
07-02-2023,Mall,77.23,debit,Bills,Credit Card,2023-07-02
07-02-2023,Netflix,1107.0,debit,Mortgage & Rent,Credit Card,2023-07-02
07-03-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-07-03
07-03-2023,Uber,15.03,debit,Travel,Credit Card,2023-07-03
07-03-2023,Uber,64.67,debit,Restaurants,Credit Card,2023-07-03
07-03-2023,Netflix,32.51,debit,Restaurants,Credit Card,2023-07-03
07-04-2023,Mall,59.18,debit,Bills,Credit Card,2023-07-04
07-04-2023,Mall,94.22,debit,Shopping,Credit Card,2023-07-04
07-04-2023,Netflix,8.99,debit,Entertainment,Credit Card,2023-07-04
07-04-2023,Restaurant,60.51,debit,Bills,Credit Card,2023-07-04
07-05-2023,Netflix,7.42,debit,Entertainment,Credit Card,2023-07-05
07-05-2023,Restaurant,48.21,debit,Restaurants,Credit Card,2023-07-05
07-05-2023,Uber,10.68,debit,Entertainment,Credit Card,2023-07-05
07-05-2023,Uber,101.38,debit,Restaurants,Credit Card,2023-07-05
07-05-2023,Amazon,7.99,debit,Entertainment,Credit Card,2023-07-05
07-06-2023,Mall,78.82,debit,Restaurants,Credit Card,2023-07-06
07-06-2023,Mall,107.24,debit,Restaurants,Credit Card,2023-07-06
07-06-2023,Credit Transaction,37.01,credit,Dividends,Savings,2023-07-06
07-06-2023,Mall,9.82,debit,Entertainment,Credit Card,2023-07-06
07-07-2023,Uber,46.29,debit,Restaurants,Credit Card,2023-07-07
07-08-2023,Mall,47.09,debit,Restaurants,Credit Card,2023-07-08
07-08-2023,Restaurant,11.46,debit,Entertainment,Credit Card,2023-07-08
07-08-2023,Netflix,62.69,debit,Bills,Credit Card,2023-07-08
07-08-2023,Amazon,18.66,debit,Entertainment,Credit Card,2023-07-08
07-09-2023,Netflix,44.91,debit,Restaurants,Credit Card,2023-07-09
07-09-2023,Credit Transaction,57.2,credit,Dividends,Savings,2023-07-09
07-09-2023,Credit Transaction,4.54,credit,Cashback Rewards,Savings,2023-07-09
07-09-2023,Restaurant,74.29,debit,Bills,Credit Card,2023-07-09
07-10-2023,Netflix,1107.0,debit,Mortgage & Rent,Credit Card,2023-07-10
07-10-2023,Netflix,99.77,debit,Shopping,Credit Card,2023-07-10
07-10-2023,Netflix,88.25,debit,Bills,Credit Card,2023-07-10
07-11-2023,Credit Transaction,8.71,credit,Cashback Rewards,Savings,2023-07-11
07-12-2023,Mall,89.79,debit,Bills,Credit Card,2023-07-12
07-12-2023,Netflix,1107.0,debit,Mortgage & Rent,Credit Card,2023-07-12
07-13-2023,Monthly direct deposit - Salary,4500.0,credit,Salary,Savings,2023-07-13
07-13-2023,Netflix,52.96,debit,Shopping,Credit Card,2023-07-13
07-13-2023,Credit Transaction,37.32,credit,Dividends,Savings,2023-07-13
07-13-2023,Netflix,7.31,debit,Entertainment,Credit Card,2023-07-13
07-13-2023,Restaurant,77.84,debit,Restaurants,Credit Card,2023-07-13
07-13-2023,Mall,15.16,debit,Entertainment,Credit Card,2023-07-13
07-14-2023,Mall,1107.0,debit,Mortgage & Rent,Credit Card,2023-07-14
07-14-2023,Restaurant,83.15,debit,Shopping,Credit Card,2023-07-14
07-14-2023,Restaurant,63.77,debit,Bills,Credit Card,2023-07-14
07-14-2023,Netflix,48.55,debit,Shopping,Credit Card,2023-07-14
07-14-2023,Credit Transaction,8.92,credit,Cashback Rewards,Savings,2023-07-14
07-15-2023,Uber,67.66,debit,Bills,Credit Card,2023-07-15
07-16-2023,Uber,34.57,debit,Restaurants,Credit Card,2023-07-16
07-16-2023,Amazon,50.83,debit,Shopping,Credit Card,2023-07-16
07-16-2023,Netflix,67.87,debit,Bills,Credit Card,2023-07-16
07-17-2023,Mall,1107.0,debit,Mortgage & Rent,Credit Card,2023-07-17
07-17-2023,Amazon,79.51,debit,Shopping,Credit Card,2023-07-17
07-18-2023,Uber,103.62,debit,Restaurants,Credit Card,2023-07-18
07-19-2023,Amazon,1107.0,debit,Mortgage & Rent,Credit Card,2023-07-19
07-20-2023,Restaurant,9.22,debit,Entertainment,Credit Card,2023-07-20
07-20-2023,Netflix,97.34,debit,Restaurants,Credit Card,2023-07-20
07-20-2023,Mall,15.35,debit,Travel,Credit Card,2023-07-20
07-20-2023,Restaurant,9.83,debit,Entertainment,Credit Card,2023-07-20
07-21-2023,Uber,6.21,debit,Travel,Credit Card,2023-07-21
07-21-2023,Restaurant,108.72,debit,Restaurants,Credit Card,2023-07-21
07-21-2023,Mall,75.45,debit,Bills,Credit Card,2023-07-21
07-22-2023,Uber,4.15,debit,Travel,Credit Card,2023-07-22
07-22-2023,Restaurant,1107.0,debit,Mortgage & Rent,Credit Card,2023-07-22
07-22-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-07-22
07-22-2023,Amazon,1107.0,debit,Mortgage & Rent,Credit Card,2023-07-22
07-22-2023,Uber,16.76,debit,Entertainment,Credit Card,2023-07-22
07-23-2023,Amazon,12.66,debit,Entertainment,Credit Card,2023-07-23
07-23-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-07-23
07-23-2023,Uber,10.71,debit,Travel,Credit Card,2023-07-23
07-23-2023,Restaurant,8.07,debit,Entertainment,Credit Card,2023-07-23
07-23-2023,Mall,99.68,debit,Shopping,Credit Card,2023-07-23
07-23-2023,Uber,70.93,debit,Restaurants,Credit Card,2023-07-23
07-23-2023,Restaurant,97.21,debit,Shopping,Credit Card,2023-07-23
07-23-2023,Amazon,11.77,debit,Entertainment,Credit Card,2023-07-23
07-24-2023,Amazon,79.4,debit,Bills,Credit Card,2023-07-24
07-24-2023,Restaurant,14.92,debit,Travel,Credit Card,2023-07-24
07-25-2023,Netflix,1107.0,debit,Mortgage & Rent,Credit Card,2023-07-25
07-26-2023,Credit Transaction,20.32,credit,Dividends,Savings,2023-07-26
07-26-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-07-26
07-26-2023,Amazon,11.95,debit,Travel,Credit Card,2023-07-26
07-27-2023,Mall,46.49,debit,Bills,Credit Card,2023-07-27
07-28-2023,Uber,52.15,debit,Shopping,Credit Card,2023-07-28
08-01-2023,Rent,1102.0,debit,Mortgage & Rent,Checking,2023-08-01
08-01-2023,Uber,17.97,debit,Entertainment,Credit Card,2023-08-01
08-01-2023,Uber,17.39,debit,Travel,Credit Card,2023-08-01
08-02-2023,Credit Transaction,13.96,credit,Cashback Rewards,Savings,2023-08-02
08-02-2023,Mall,17.64,debit,Entertainment,Credit Card,2023-08-02
08-02-2023,Credit Transaction,7.83,credit,Cashback Rewards,Savings,2023-08-02
08-03-2023,Netflix,69.9,debit,Restaurants,Credit Card,2023-08-03
08-04-2023,Mall,125.92,debit,Restaurants,Credit Card,2023-08-04
08-04-2023,Amazon,52.18,debit,Shopping,Credit Card,2023-08-04
08-04-2023,Netflix,102.13,debit,Shopping,Credit Card,2023-08-04
08-04-2023,Restaurant,52.99,debit,Shopping,Credit Card,2023-08-04
08-04-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-08-04
08-04-2023,Uber,1102.0,debit,Mortgage & Rent,Credit Card,2023-08-04
08-05-2023,Netflix,1102.0,debit,Mortgage & Rent,Credit Card,2023-08-05
08-05-2023,Mall,1102.0,debit,Mortgage & Rent,Credit Card,2023-08-05
08-05-2023,Uber,53.91,debit,Bills,Credit Card,2023-08-05
08-05-2023,Restaurant,101.44,debit,Bills,Credit Card,2023-08-05
08-06-2023,Restaurant,17.99,debit,Entertainment,Credit Card,2023-08-06
08-06-2023,Netflix,69.4,debit,Shopping,Credit Card,2023-08-06
08-06-2023,Mall,52.0,debit,Bills,Credit Card,2023-08-06
08-06-2023,Credit Transaction,20.53,credit,Dividends,Savings,2023-08-06
08-07-2023,Mall,46.88,debit,Restaurants,Credit Card,2023-08-07
08-07-2023,Uber,15.29,debit,Restaurants,Credit Card,2023-08-07
08-08-2023,Credit Transaction,7.49,credit,Cashback Rewards,Savings,2023-08-08
08-08-2023,Credit Transaction,4500.0,credit,Salary,Savings,2023-08-08
08-08-2023,Netflix,20.6,debit,Travel,Credit Card,2023-08-08
08-08-2023,Mall,67.48,debit,Bills,Credit Card,2023-08-08
08-09-2023,Netflix,60.83,debit,Shopping,Credit Card,2023-08-09
08-09-2023,Restaurant,78.38,debit,Shopping,Credit Card,2023-08-09
08-10-2023,Credit Transaction,49.95,credit,Dividends,Savings,2023-08-10
08-12-2023,Uber,25.94,debit,Travel,Credit Card,2023-08-12
08-12-2023,Amazon,79.51,debit,Bills,Credit Card,2023-08-12
08-12-2023,Amazon,17.27,debit,Entertainment,Credit Card,2023-08-12
